ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-10-12 18:00:00,3.0782352324653095,-10.116226293070316,13.651534953190678,3.0782352324653095,3.0782352324653095,-0.7748874270363237,-0.7748874270363237,-0.7748874270363237,-0.004136847068133899,-0.004136847068133899,-0.004136847068133899,-0.7707505799681899,-0.7707505799681899,-0.7707505799681899,0.0,0.0,0.0,2.3033478054289858
2025-10-12 19:00:00,3.0727286368082103,-9.005878924919317,13.547104970808986,3.0727286368082103,3.0727286368082103,-0.7961281626028701,-0.7961281626028701,-0.7961281626028701,-0.005406112510610183,-0.005406112510610183,-0.005406112510610183,-0.7907220500922598,-0.7907220500922598,-0.7907220500922598,0.0,0.0,0.0,2.27660047420534
2025-10-12 20:00:00,3.067222041151109,-8.936332915606528,14.119785705992863,3.067222041151109,3.067222041151109,-0.8084816412144705,-0.8084816412144705,-0.8084816412144705,-0.007658318440292069,-0.007658318440292069,-0.007658318440292069,-0.8008233227741786,-0.8008233227741786,-0.8008233227741786,0.0,0.0,0.0,2.2587403999366384
2025-10-12 21:00:00,3.061715445494008,-9.131329668907194,13.95120831590748,3.061715445494008,3.061715445494008,-0.8096362891619789,-0.8096362891619789,-0.8096362891619789,-0.009108566876090572,-0.009108566876090572,-0.009108566876090572,-0.8005277222858883,-0.8005277222858883,-0.8005277222858883,0.0,0.0,0.0,2.252079156332029
2025-10-12 22:00:00,3.0562088498369087,-9.396316100476332,13.99925501113512,3.0562088498369087,3.0562088498369087,-0.7971730311839414,-0.7971730311839414,-0.7971730311839414,-0.007730754276780315,-0.007730754276780315,-0.007730754276780315,-0.7894422769071611,-0.7894422769071611,-0.7894422769071611,0.0,0.0,0.0,2.259035818652967
2025-10-12 23:00:00,3.0507022541798094,-10.302450071790084,13.826931464664792,3.0507022541798094,3.0507022541798094,-0.7704090386140129,-0.7704090386140129,-0.7704090386140129,-0.00309505300232502,-0.00309505300232502,-0.00309505300232502,-0.7673139856116878,-0.7673139856116878,-0.7673139856116878,0.0,0.0,0.0,2.2802932155657967
2025-10-13 00:00:00,3.045195658522706,-8.826629482784988,13.729958153005192,3.045195658522706,3.045195658522706,-0.7310660908154608,-0.7310660908154608,-0.7310660908154608,0.0029682094384823683,0.0029682094384823683,0.0029682094384823683,-0.7340343002539435,-0.7340343002539435,-0.7340343002539435,0.0,0.0,0.0,2.314129567707245
2025-10-13 01:00:00,3.0396890628656066,-9.252800926436766,14.254704761166549,3.0396890628656066,3.0396890628656066,-0.682052670283243,-0.682052670283243,-0.682052670283243,0.0075890906023887185,0.0075890906023887185,0.0075890906023887185,-0.6896417608856317,-0.6896417608856317,-0.6896417608856317,0.0,0.0,0.0,2.3576363925823633
2025-10-13 02:00:00,3.0341824672085074,-8.5271485556703,14.661942881426507,3.0341824672085074,3.0341824672085074,-0.6253537793425243,-0.6253537793425243,-0.6253537793425243,0.008968965836086255,0.008968965836086255,0.008968965836086255,-0.6343227451786108,-0.6343227451786108,-0.6343227451786108,0.0,0.0,0.0,2.408828687865983
2025-10-13 03:00:00,3.028675871551406,-10.007627346280197,14.307742981144791,3.028675871551406,3.028675871551406,-0.5608409439522385,-0.5608409439522385,-0.5608409439522385,0.007569372945764641,0.007569372945764641,0.007569372945764641,-0.5684103168980033,-0.5684103168980033,-0.5684103168980033,0.0,0.0,0.0,2.4678349275991676
2025-10-13 04:00:00,3.0231692758943045,-8.524627608635152,14.12331448732045,3.0231692758943045,3.0231692758943045,-0.4869668686382716,-0.4869668686382716,-0.4869668686382716,0.005414313801680591,0.005414313801680591,0.005414313801680591,-0.49238118243995227,-0.49238118243995227,-0.49238118243995227,0.0,0.0,0.0,2.5362024072560327
